General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
SPR 120s [m²/s];0,000;161;16,57100;73,32500;0,041000;3,814;81,79;20,8000;-32,740;0,00;101,088;0,009;263,170;528,550;586,45;1135,883;;;861,600;876,200;850,400;318,050;;;;;0,00;0,00;0,00;3,00;2,01;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1003,77699;0,00001;0,0000;;nan;0,56218;105,93189;60,1530583;15,978658;0,200807;23,912591;26,532095;0,0467;5,2892;;;0,00;0,94;89,15;;668,193;668,771;10,0377699;16,39700;3,87600;0,04200;0,2148375;;;;;;
SPR 180s [m²/s];0,000;162;16,50400;74,12500;0,041000;3,823;81,69;20,8000;-33,030;0,00;101,080;0,009;263,170;529,050;586,85;1136,050;;;862,100;876,100;850,500;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1025,9472;0,00001;0,0000;;nan;0,56498;106,71358;61,1790055;16,057994;0,202122;24,054054;26,682019;0,0473;5,3539;;;0,00;0,94;90,96;;672,903;668,771;10,2594720;16,37800;3,90300;0,03800;0,2185816;;;;;;
SPR 240s [m²/s];0,000;163;16,47100;78,62500;0,053000;3,802;81,17;20,8000;-33,380;0,00;101,088;0,009;263,170;529,750;587,55;1136,117;;;862,400;876,000;850,500;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1065,24512;0,00001;0,0001;;nan;0,78299;109,22310;62,2442506;16,527308;0,208508;24,789820;27,494589;0,0503;5,6913;;;0,01;0,97;94,32;;677,858;678,519;10,6524512;16,33700;3,94900;0,04100;0,2205552;;;;;;
SPR 300s [m²/s];0,000;164;16,44900;75,42500;0,045000;3,796;80,24;20,8000;-33,980;0,00;101,088;0,009;263,170;529,950;587,95;1136,250;;;862,800;875,900;850,600;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1049,58563;0,00001;0,0001;;nan;0,63521;106,78724;63,2938363;16,184433;0,220055;24,284695;26,942517;0,0520;5,8859;;;0,01;0,94;92,81;;682,847;678,519;10,4958564;16,28000;3,99700;0,03700;0,2219478;;;;;;
SPR 360s [m²/s];0,000;165;16,45400;73,70000;0,039000;3,802;81,09;20,8000;-34,330;0,00;101,080;0,009;263,170;530,450;588,65;1136,617;;;863,900;875,800;850,700;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1035,72442;0,00001;0,0000;;nan;0,53015;105,68028;64,3295607;15,990749;0,209522;24,016710;26,651780;0,0490;5,5436;;;0,00;0,93;91,60;;687,582;688,240;10,3572442;16,22500;4,06300;0,03000;0,2216625;;;;;;
SPR Test [m²/s];0,000;166;16,48100;70,12500;0,035000;3,821;81,02;20,8000;-34,970;0,00;101,080;0,009;263,170;530,950;589,25;1136,550;;;863,900;875,600;850,700;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1002,30026;0,00001;0,0000;;nan;0,45354;103,56021;65,3318610;15,590747;0,210272;23,438014;26,011583;0,0480;5,4299;;;0,00;0,92;88,78;;691,975;688,240;10,0230026;16,15300;4,10400;0,02500;0,2199742;;;;;;
Results COY;;167;16,47900;72,87500;0,008000;3,858;80,17;20,8000;-35,310;0,00;101,080;0,009;263,170;531,450;589,95;1136,083;;;862,600;875,500;850,700;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1021,36817;0,00001;0,0001;;nan;0,02636;106,55904;66,3532291;15,886030;0,220933;23,904411;26,535718;0,0514;5,8201;;;0,00;0,94;90,50;;696,210;697,133;10,2136817;16,10200;4,13900;0,01900;0,2199906;;;;;;
COY max [kg/kg];0,0000;168;16,46900;71,50000;0,015000;3,878;81,46;20,8000;-35,990;0,00;101,090;0,009;263,170;532,450;591,45;1135,617;;;861,400;875,400;850,600;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1012,11186;0,00001;0,0000;;nan;0,13790;106,00792;67,3653410;15,720665;0,204967;23,700090;26,326262;0,0473;5,3569;;;0,00;0,94;89,76;;700,419;697,133;10,1211186;16,06300;4,16600;0,03600;0,2202975;;;;;;
Max at [s];318;169;16,43400;72,40000;0,029000;3,877;81,06;20,8000;-36,320;0,00;101,082;0,009;263,170;533,450;592,65;1135,550;;;861,400;875,200;850,600;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1025,95022;0,00001;0,0000;;nan;0,36345;106,54852;68,3912912;15,804462;0,209785;23,871170;26,520291;0,0488;5,5232;;;0,00;0,94;90,95;;704,573;705,599;10,2595022;16,03200;4,18100;0,03500;0,2221694;;;;;;
COY 060s [kg/kg];0,0000;170;16,39600;75,57500;0,035000;3,871;82,27;20,8000;-36,670;0,00;101,082;0,009;263,170;534,750;594,05;1135,917;;;862,700;875,100;850,500;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1056,91124;0,00001;0,0000;;nan;0,46922;108,56083;69,4482025;16,127645;0,194976;24,418672;27,126529;0,0464;5,2507;;;0,00;0,96;93,59;;708,883;705,599;10,5691124;16,02100;4,18000;0,04000;0,2243380;;;;;;
COY 120s [kg/kg];0,0000;171;16,38100;73,27500;0,026000;3,866;81,60;20,8000;-37,270;0,00;101,082;0,009;263,170;535,950;595,65;1135,817;;;862,600;875,000;850,400;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1044,03044;0,00001;0,0000;;nan;0,31646;106,64113;70,4922329;15,862552;0,203219;24,071192;26,752507;0,0477;5,3972;;;0,00;0,94;92,36;;713,207;713,990;10,4403044;16,02800;4,17400;0,04800;0,2253295;;;;;;
COY 180s [kg/kg];0,0000;172;16,38300;74,40000;0,042000;3,876;81,92;20,8000;-37,610;0,00;101,082;0,009;263,170;537,350;597,45;1135,650;;;862,300;874,800;850,400;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1048,96608;0,00001;0,0000;;nan;0,57802;107,60287;71,5411990;15,963023;0,199265;24,286932;27,003307;0,0472;5,3418;;;0,01;0,95;92,91;;717,413;713,990;10,4896608;16,03000;4,19100;0,04000;0,2249627;;;;;;
COY 240s [kg/kg];0,0000;173;16,39500;73,90000;0,038000;3,903;80,65;20,8000;-38,210;0,00;101,082;0,009;263,170;538,150;598,55;1135,650;;;862,400;874,700;850,400;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1040,53796;0,00001;0,0001;;nan;0,51104;107,92033;72,581737;15,897464;0,214865;24,223197;26,941920;0,0508;5,7469;;;0,00;0,95;92,29;;721,528;722,231;10,4053797;15,99800;4,23100;0,04600;0,2240543;;;;;;
COY 300s [kg/kg];0,0000;174;16,39700;71,80000;0,041000;3,949;80,86;20,8000;-38,570;0,00;101,082;0,009;263,170;538,750;599,45;1135,417;;;862,000;874,500;850,300;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1022,4291;0,00001;0,0000;;nan;0,55120;107,58856;73,6041661;15,661230;0,212361;23,889850;26,581476;0,0495;5,6039;;;0,00;0,95;90,88;;725,439;722,231;10,2242910;15,95500;4,25100;0,04200;0,2234625;;;;;;
COY 360s [kg/kg];0,0000;175;16,37800;72,20000;0,037000;3,997;79,44;20,8000;-39,180;0,00;101,090;0,009;263,170;539,250;600,05;1135,383;;;862,100;874,400;850,200;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1027,73931;0,00001;0,0001;;nan;0,48868;109,16719;74,6319054;15,697511;0,229979;23,967417;26,669724;0,0538;6,0890;;;0,00;0,96;91,47;;729,219;730,025;10,2773931;15,93000;4,28600;0,02400;0,2241186;;;;;;
COY Test [kg/kg];0,0000;176;16,33700;70,75000;0,030000;4,063;81,12;20,8000;-39,530;0,00;101,090;0,009;263,170;540,050;601,25;1135,483;;;862,600;874,200;850,200;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1024,44643;0,00001;0,0000;;nan;0,37294;109,79459;75,6563518;15,527572;0,209038;23,743119;26,433758;0,0485;5,4856;;;0,00;0,97;91,29;;732,943;730,025;10,2444643;15,87800;4,33200;0,03100;0,2258859;;;;;;
Results CO2Y;;177;16,28000;73,20000;0,025000;4,104;81,31;20,8000;-40,200;0,00;101,086;0,009;263,170;541,350;603,15;1135,583;;;862,900;874,100;850,300;318,050;;;;;0,00;0,00;0,00;3,00;2,02;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1053,85174;0,00001;0,0000;;nan;0,29874;112,69047;76,7102035;15,775159;0,206766;24,179770;26,940109;0,0489;5,5299;;;0,00;1,00;93,90;;736,731;737,681;10,5385175;15,82500;4,35600;0,01900;0,2287903;;;;;;
CO2Y max [kg/kg];0,0000;178;16,22500;77,22500;0,019000;4,139;81,16;20,8000;-40,520;0,00;101,082;0,009;263,170;542,050;603,95;1135,417;;;862,500;874,000;850,300;318,150;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1094,92594;0,00001;0,0001;;nan;0,20791;116,67359;77,8051295;16,192600;0,208544;24,851705;27,689673;0,0507;5,7326;;;0,00;1,03;97,52;;740,792;737,681;10,9492594;15,81900;4,34500;0,02100;0,2316467;;;;;;
Max at [s];319;179;16,15300;72,40000;0,036000;4,166;80,26;20,8000;-41,250;0,00;101,082;0,009;263,170;542,950;605,35;1135,017;;;861,500;873,800;850,300;318,150;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,60;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1075,69941;0,00001;0,0001;;nan;0,47183;113,62570;78,8808289;15,665587;0,219711;24,082788;26,850569;0,0517;5,8566;;;0,00;1,00;95,79;;744,888;745,536;10,7569941;15,83000;4,37800;0,02700;0,2353253;;;;;;
CO2Y 060s [kg/kg];0,0000;180;16,10200;69,27500;0,035000;4,181;81,19;20,8000;-41,580;0,00;101,086;0,009;263,170;544,250;606,95;1134,717;;;860,700;873,700;850,300;318,150;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1063,03287;0,00001;0,0000;;nan;0,44544;111,42271;79,9438618;15,305459;0,208207;23,585498;26,302651;0,0480;5,4367;;;0,00;0,98;94,58;;748,766;745,536;10,6303287;15,78000;4,43400;0,03700;0,2380936;;;;;;
CO2Y 120s [kg/kg];0,0000;181;16,06300;72,82500;0,040000;4,180;81,48;20,8000;-41,950;0,00;101,086;0,009;263,170;545,050;607,65;1135,283;;;862,500;873,500;850,400;318,150;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1098,85089;0,00001;0,0000;;nan;0,53608;114,13247;81,0427127;15,681203;0,204697;24,200034;26,979453;0,0484;5,4826;;;0,00;1,01;97,69;;752,688;753,552;10,9885089;15,70400;4,49200;0,04500;0,2402727;;;;;;
CO2Y 180s [kg/kg];0,0000;182;16,03200;69,57500;0,048000;4,174;79,50;20,8000;-42,570;0,00;101,086;0,009;263,170;544,850;607,45;1135,250;;;862,300;873,500;850,500;318,150;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,60;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1081,84085;0,00001;0,0001;;nan;0,64873;111,41448;82,1245535;15,330115;0,229256;23,649537;26,366726;0,0530;6,0009;;;0,01;0,98;96,10;;756,633;753,552;10,8184085;15,64200;4,53600;0,04800;0,2420146;;;;;;
CO2Y 240s [kg/kg];0,0000;183;16,02100;69,55000;0,040000;4,191;80,23;20,8000;-42,940;0,00;101,082;0,009;263,170;545,950;608,85;1135,450;;;863,000;873,400;850,500;318,150;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,60;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1082,90644;0,00001;0,0001;;nan;0,52347;111,74488;83,2074599;15,311912;0,220079;23,669145;26,396115;0,0510;5,7671;;;0,00;0,99;96,21;;760,441;761,373;10,8290644;15,58800;4,57400;0,05800;0,2425537;;;;;;
CO2Y 300s [kg/kg];0,0000;184;16,02800;71,42500;0,046000;4,231;80,25;20,8000;-43,630;0,00;101,092;0,009;263,177;547,150;610,45;1135,550;;;863,500;873,200;850,500;318,150;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,60;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1092,52012;0,00001;0,0001;;nan;0,62446;114,21418;84,2999801;15,499912;0,219818;24,012418;26,790424;0,0517;5,8463;;;0,01;1,01;97,25;;764,236;761,373;10,9252012;15,55000;4,59200;0,04400;0,2417188;;;;;;
CO2Y 360s [kg/kg];0,0000;185;16,03000;69,90000;0,042000;4,251;81,41;20,8000;-43,990;0,00;101,084;0,009;263,177;548,050;611,45;1135,150;;;862,400;873,100;850,500;318,150;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1078,74888;0,00001;0,0000;;nan;0,55497;113,43839;85,3787289;15,320953;0,205581;23,774218;26,524487;0,0478;5,4134;;;0,00;1,00;96,09;;767,951;768,763;10,7874888;15,52800;4,62600;0,03500;0,2414528;;;;;;
CO2Y Test [kg/kg];0,0000;186;15,99800;73,35000;0,024000;4,286;80,63;20,8000;-44,720;0,00;101,084;0,009;263,177;549,450;613,35;1135,050;;;862,300;873,000;850,400;318,150;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1111,03234;0,00001;0,0001;;nan;0,28098;117,02847;86,4897613;15,674484;0,215109;24,384941;27,220864;0,0514;5,8130;;;0,00;1,03;98,96;;771,690;768,763;11,1103234;15,47300;4,69800;0,03700;0,2431096;;;;;;
;;187;15,95500;69,12500;0,031000;4,332;82,19;20,8000;-45,040;0,00;101,092;0,009;263,177;550,650;614,95;1134,883;;;862,000;872,900;850,300;318,250;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1085,76168;0,00001;0,0000;;nan;0,38065;114,72115;87,5755230;15,199771;0,195994;23,698069;26,465318;0,0455;5,1494;;;0,00;1,01;96,80;;775,402;775,945;10,8576168;15,36600;4,79000;0,02400;0,2450492;;;;;;
;;188;15,93000;69,62500;0,019000;4,356;80,36;20,8000;-45,760;0,00;101,086;0,009;263,177;551,450;616,25;1135,317;;;863,400;872,900;850,200;318,250;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1094,55181;0,00001;0,0001;;nan;0,19579;115,70034;88,6700748;15,243575;0,218482;23,800892;26,597697;0,0510;5,7690;;;0,00;1,02;97,56;;778,983;775,945;10,9455181;15,29500;4,82000;0,03900;0,2463551;;;;;;
;;189;15,87800;72,22500;0,021000;4,345;80,92;20,8000;-46,050;0,00;101,092;0,009;263,170;552,550;617,85;1134,650;;;861,500;872,800;850,200;318,250;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1127,059;0,00001;0,0001;;nan;0,23075;117,42729;89,7971338;15,510124;0,211531;24,265381;27,133049;0,0503;5,6979;;;0,00;1,04;100,30;;782,690;783,328;11,2705900;15,26900;4,80800;0,03500;0,2493898;;;;;;
;;190;15,82500;66,87500;0,027000;4,378;82,48;20,8000;-46,770;0,00;101,092;0,009;263,177;554,750;621,15;1134,683;;;861,600;872,700;850,300;318,250;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1093,50707;0,00001;0,0000;;nan;0,31249;113,64576;90,8906408;14,895001;0,192449;23,395811;26,196139;0,0442;5,0049;;;0,00;1,00;97,34;;786,335;783,328;10,9350707;15,29000;4,79700;0,06100;0,2520266;;;;;;
;;191;15,81900;68,97500;0,037000;4,434;80,97;20,8000;-47,130;0,00;101,086;0,009;263,177;556,250;623,25;1134,583;;;861,400;872,600;850,300;318,250;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1107,84429;0,00001;0,0000;;nan;0,47056;116,75795;91,9984851;15,106649;0,210917;23,792410;26,658192;0,0493;5,5819;;;0,00;1,03;98,84;;789,841;790,677;11,0784429;15,29800;4,82000;0,05100;0,2517474;;;;;;
;;192;15,83000;71,45000;0,045000;4,492;80,50;20,8000;-47,840;0,00;101,084;0,009;263,177;557,450;624,55;1134,450;;;861,000;872,600;850,300;318,250;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1120,90339;0,00001;0,0001;;nan;0,60336;120,28063;93,1193885;15,358735;0,216775;24,241620;27,159573;0,0516;5,8448;;;0,01;1,06;100,28;;793,412;790,677;11,2090339;15,26100;4,85500;0,06500;0,2505030;;;;;;
;;193;15,78000;72,67500;0,048000;4,536;80,86;20,8000;-48,140;0,00;101,094;0,009;263,177;558,450;625,85;1134,583;;;861,300;872,500;850,500;318,250;;;;;0,00;0,00;0,00;3,00;2,03;0,000;0,000;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1139,97908;0,00001;0,0001;;nan;0,65520;122,40308;94,2593676;15,475963;0,212345;24,470465;27,423836;0,0511;5,7811;;;0,01;1,08;102,03;;797,066;797,914;11,3997909;15,21400;4,88300;0,05800;0,2528985;;;;;;
;;194;15,70400;68,37500;0,058000;4,574;79,05;20,8000;-48,530;0,00;101,086;0,009;263,170;559,250;627,05;1135,150;;;862,900;872,400;850,700;318,250;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,61;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1121,36558;0,00001;0,0001;;nan;0,78763;119,65024;95,3807332;15,000404;0,234930;23,752495;26,632100;0,0549;6,2113;;;0,01;1,06;100,35;;800,667;797,914;11,2136559;15,19300;4,88700;0,05100;0,2567580;;;;;;
;;195;15,64200;68,37500;0,044000;4,592;79,05;20,8000;-49,210;0,00;101,086;0,009;263,177;559,250;627,05;1135,483;;;863,800;872,400;850,800;318,250;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,61;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1136,13540;0,00001;0,0001;;nan;0,57407;120,12634;96,5168686;15,000404;0,234930;23,752495;26,632100;0,0549;6,2113;;;0,01;1,06;101,54;;804,198;805,174;11,3613540;15,19100;4,88400;0,04200;0,2602310;;;;;;
;;196;15,58800;68,80000;0,035000;4,626;79,29;20,8000;-49,600;0,00;101,086;0,009;263,177;560,450;628,85;1136,217;;;865,800;872,300;851,100;318,250;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,61;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1150,45707;0,00001;0,0001;;nan;0,43768;121,27629;97,6673257;15,030834;0,231957;23,851748;26,762731;0,0545;6,1628;;;0,00;1,07;102,78;;807,799;805,174;11,5045707;15,19600;4,89100;0,03400;0,2630529;;;;;;
;;197;15,55000;66,87500;0,037000;4,698;81,47;20,8000;-50,290;0,00;101,086;0,009;263,177;561,650;630,55;1136,317;;;865,700;872,300;851,500;318,350;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1139,17268;0,00001;0,0000;;nan;0,46118;121,32408;98,8064984;14,803224;0,204767;23,540861;26,428718;0,0475;5,3725;;;0,00;1,07;101,95;;811,360;812,216;11,3917269;15,17900;4,90800;0,01900;0,2645174;;;;;;
;;198;15,52800;71,00000;0,024000;4,790;79,84;20,8000;-50,690;0,00;101,086;0,009;263,177;562,550;631,85;1136,650;;;866,900;872,200;851,400;318,350;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,61;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1175,06771;0,00001;0,0001;;nan;0,27332;127,38627;99,9815661;15,240735;0,225009;24,275451;27,265922;0,0538;6,0906;;;0,00;1,13;105,39;;814,970;812,216;11,7506771;15,16700;4,91500;0,03000;0,2650325;;;;;;
