General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
Specification: apparatus;;37;20,95200;106,77500;0,005000;0,049;100,02;20,8000;0,000;0,00;101,088;0,009;263,158;360,350;363,45;1135,050;;;843,600;888,800;853,300;317,350;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,00641;;;;nan;-0,06801;-0,00858;0,00314261;23,352309;-0,000291;23,826191;24,031162;-0,0001;-0,0069;;;0,00;0,00;0,03;;;;0,0000641;20,95000;0,05300;0,00600;0,0000013;;;;;;
C-factor (SI units);0,0429;38;20,95300;112,14999;0,000000;0,048;99,99;20,8000;0,000;0,00;101,088;0,009;263,158;359,950;363,05;1135,017;;;843,400;888,800;853,400;317,350;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,11799;;;;nan;-0,18533;-0,04927;0,0032606;23,946157;0,000043;24,404970;24,615153;0,0000;0,0011;;;0,00;0,00;0,00;;;;0,0011799;20,94900;0,05200;-0,00300;0,0000165;;;;;;
OD correction factor;1;39;20,95300;112,35000;0,013000;0,049;100,00;20,8000;0,000;0,00;101,088;0,009;263,158;359,550;362,55;1135,017;;;843,400;888,800;853,400;317,350;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,12485;-0,00732;0,0032606;23,980829;-0,000024;24,413146;24,616844;0,0000;-0,0006;;;0,00;0,00;0,00;;;;0,0000000;20,95200;0,05200;0,01500;-0,0001609;;;;;;
Duct diameter (m);0,114;40;20,95500;109,17500;0,016000;0,049;99,97;20,8000;0,000;0,00;101,088;0,009;263,158;359,150;362,05;1135,183;;;843,800;888,800;853,500;317,350;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,18978;-0,00704;0,0032606;23,652712;0,000254;24,052326;24,246540;0,0001;0,0061;;;0,00;0,00;-0,06;;;;0,0000000;20,95100;0,05200;0,01700;-0,0003168;;;;;;
O2 delay time (s);12;41;20,95400;107,72501;0,013000;0,048;99,98;20,8000;0,000;0,00;101,092;0,009;263,158;358,750;361,55;1135,250;;;844,000;888,800;853,500;317,350;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,11487;-0,04686;0,0032606;23,508212;0,000100;23,878760;24,065131;0,0000;0,0024;;;0,00;0,00;-0,03;;;;0,0000000;20,95000;0,05200;0,01500;-0,0002048;;;;;;
CO2 delay time (s);10;42;20,95400;111,92500;0,011000;0,049;99,96;20,8000;0,000;0,00;101,088;0,009;263,158;358,450;361,15;1135,617;;;844,800;889,000;853,600;317,450;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,06730;-0,00583;0,0032606;23,972126;0,000288;24,329624;24,512885;0,0001;0,0070;;;0,00;0,00;-0,03;;;;0,0000000;20,94800;0,05300;0,00000;-0,0001909;;;;;;
CO delay time (s);10;43;20,95400;109,02499;0,002000;0,049;100,00;20,8000;0,000;0,00;101,092;0,009;263,164;358,150;360,85;1137,117;;;848,700;889,400;853,800;317,350;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,14449;-0,00563;0,0032606;23,669433;-0,000069;24,002312;24,183259;0,0000;-0,0017;;;0,00;0,00;-0,03;;;;0,0000000;20,94900;0,05300;-0,00100;-0,0000757;;;;;;
;;44;20,95500;107,50000;-0,002000;0,049;100,01;20,8000;0,000;0,00;101,092;0,009;263,164;357,750;360,35;1138,217;;;851,400;889,800;854,000;317,450;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,23288;-0,00547;0,0032606;23,516447;-0,000146;23,820540;23,993660;0,0000;-0,0035;;;0,00;0,00;-0,05;;;;0,0000000;20,94700;0,05500;-0,01200;-0,0000830;;;;;;
Laboratory;;45;20,95200;106,72499;0,002000;0,051;99,99;20,8000;0,000;0,00;101,092;0,009;263,164;357,350;359,95;1140,083;;;856,400;890,200;854,200;317,450;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,147;;;;nan;-0,13483;0,07467;0,00340759;23,444635;-0,000001;23,721247;23,893838;0,0000;0,0000;;;0,00;0,00;0,03;;;;0,0014700;20,94700;0,05700;-0,01600;0,0000211;;;;;;
Laboratory name;FZ Juelich;46;20,95100;111,52500;-0,001000;0,052;100,01;20,8000;0,000;0,00;101,088;0,009;263,158;356,950;359,45;1141,883;;;861,200;890,500;854,500;317,450;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,75229;;;;nan;-0,20579;0,11568;0,00415989;23,979478;-0,000128;24,235243;24,404981;0,0000;-0,0031;;;0,00;0,00;0,06;;;;0,0075229;20,94400;0,05800;-0,00300;0,0001048;;;;;;
Operator;L;47;20,95100;108,57500;-0,007000;0,052;99,99;20,8000;0,000;0,00;101,088;0,009;263,164;356,650;359,05;1143,350;;;865,000;890,900;854,700;317,450;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,27007;;;;nan;-0,33877;0,11181;0,00542995;23,670155;0,000051;23,902515;24,063362;0,0000;0,0012;;;0,00;0,00;0,06;;;;0,0127007;20,94300;0,05900;0,00800;0,0001789;;;;;;
Filename;PMMA_DE_6m;48;20,95100;111,50001;0,006000;0,053;100,00;20,8000;0,000;0,00;101,084;0,009;263,164;356,350;358,65;1144,317;;;867,500;891,100;854,900;317,450;;;;;0,00;0,00;0,00;3,00;1,94;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,02906;0,15203;0,00542995;23,996967;-0,000095;24,212152;24,368425;0,0000;-0,0023;;;0,00;0,00;0,06;;;;0,0000000;20,94100;0,06000;0,00900;0,0000001;;;;;;
Report name;;49;20,95000;110,60000;-0,003000;0,052;99,99;20,8000;0,000;0,00;101,092;0,009;263,164;356,050;358,35;1145,183;;;869,700;891,400;855,000;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,31761;;;;nan;-0,24048;0,10758;0,00674757;23,909988;0,000019;24,104083;24,259790;0,0000;0,0005;;;0,00;0,00;0,09;;;;0,0131761;20,94000;0,05900;0,01900;0,0001840;;;;;;
;;50;20,95000;111,20000;0,015000;0,052;99,91;20,8000;0,000;0,00;101,092;0,009;263,164;355,750;357,95;1145,783;;;871,200;891,600;855,100;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,18920;0,10580;0,00674757;23,984863;0,000827;24,159193;24,308596;0,0002;0,0200;;;0,00;0,00;0,09;;;;0,0000000;20,94300;0,05800;0,02200;-0,0000467;;;;;;
Pre-test conditions;;51;20,94900;109,22500;0,017000;0,052;99,95;20,8000;0,000;0,00;101,088;0,009;263,164;355,450;357,65;1146,483;;;873,100;891,700;855,200;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,23089;0,10288;0,00674757;23,780943;0,000416;23,933591;24,081723;0,0001;0,0099;;;0,00;0,00;0,11;;;;0,0000000;20,94400;0,05800;0,03300;-0,0000155;;;;;;
Ambient temperature (°C);25,6;52;20,95200;107,52500;0,015000;0,052;99,91;20,8000;0,000;0,00;101,100;0,009;263,164;355,250;357,45;1146,817;;;874,100;891,700;855,200;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,17825;0,10018;0,00674757;23,601791;0,000759;23,739924;23,886941;0,0002;0,0180;;;0,00;0,00;0,02;;;;0,0000000;20,94500;0,05800;0,01600;-0,0001717;;;;;;
Barometric pressure (Pa);97928;53;20,95100;110,85001;0,000000;0,053;99,97;20,8000;0,000;0,00;101,092;0,009;263,164;355,150;357,25;1147,050;;;874,800;891,700;855,200;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,46358;;;;nan;-0,17721;0,14086;0,00721115;23,967307;0,000233;24,100793;24,243301;0,0000;0,0056;;;0,00;0,00;0,05;;;;0,0046358;20,94600;0,05600;0,00700;0,0000647;;;;;;
Relative hunidity (%);28,6;54;20,95000;106,15000;-0,001000;0,053;99,92;20,8000;0,000;0,00;101,092;0,009;263,164;355,050;357,25;1147,217;;;875,500;891,600;855,100;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,95064999;;;;nan;-0,19344;0,13536;0,0081618;23,457003;0,000700;23,581006;23,727121;0,0001;0,0165;;;0,00;0,00;0,08;;;;0,0095065;20,94700;0,05500;-0,01100;0,0001355;;;;;;
;;55;20,94800;111,45000;-0,012000;0,055;99,97;20,8000;0,000;0,00;101,090;0,009;263,164;355,050;357,15;1147,150;;;875,600;891,400;855,000;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,63912;;;;nan;-0,45582;0,21855;0,01080092;24,035467;0,000127;24,162527;24,305440;0,0000;0,0031;;;0,00;0,00;0,14;;;;0,0263912;20,94800;0,05500;-0,01300;0,0003662;;;;;;
Conditioning;;56;20,94900;109,12500;-0,016000;0,057;99,95;20,8000;0,000;0,00;101,088;0,009;263,164;355,150;357,35;1147,150;;;875,900;891,200;854,900;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,34814;;;;nan;-0,53706;0,29392;0,01314905;23,780091;0,000342;23,912534;24,060661;0,0001;0,0082;;;0,00;0,00;0,11;;;;0,0234814;20,94900;0,05400;-0,00100;0,0003289;;;;;;
Conditionet ? (Y/N);;57;20,94700;109,32500;-0,003000;0,058;99,97;20,8000;0,000;0,00;101,088;0,009;263,164;355,350;357,65;1147,017;;;876,000;890,900;854,700;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,91169999;;;;nan;-0,22240;0,32982;0,01506075;23,795173;0,000132;23,941175;24,096134;0,0000;0,0032;;;0,00;0,00;0,16;;;;0,0191170;20,94800;0,05300;0,01000;0,0002684;;;;;;
Conditioning temperature (°C);;58;20,94700;111,05000;0,008000;0,059;99,97;20,8000;0,000;0,00;101,080;0,009;263,164;355,550;357,85;1146,817;;;875,900;890,600;854,500;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,80418;;;;nan;0,04046;0,36779;0,01586493;23,975421;0,000145;24,136105;24,292238;0,0000;0,0035;;;0,00;0,00;0,16;;;;0,0080418;20,94800;0,05300;0,00900;0,0001129;;;;;;
Conditioning RH (%);;59;20,94400;107,25000;0,009000;0,060;99,95;20,8000;0,000;0,00;101,088;0,009;263,164;355,650;358,05;1146,550;;;875,700;890,200;854,300;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,84252999;;;;nan;0,06239;0,39578;0,01770746;23,558332;0,000327;23,722892;23,882979;0,0001;0,0078;;;0,00;0,00;0,25;;;;0,0184253;20,95100;0,05100;0,01500;0,0002623;;;;;;
;;60;20,94300;110,02501;0,019000;0,059;99,94;20,8000;0,000;0,00;101,090;0,009;263,164;355,750;358,15;1146,250;;;875,500;889,700;854,100;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,47800999;0,00000;0,0000;;nan;0,30314;0,35920;0,01918547;23,857808;0,000413;24,031214;24,193336;0,0001;0,0099;;;0,00;0,00;0,28;;;;0,0147801;20,95100;0,05100;0,01000;0,0002088;;;;;;
Data collected;;61;20,94100;112,67500;0,022000;0,058;99,94;20,8000;0,000;0,00;101,090;0,009;263,164;355,750;358,05;1146,017;;;875,500;889,300;853,800;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,18307000;0,00000;0,0000;;nan;0,37961;0,32140;0,02136855;24,143411;0,000414;24,318893;24,476120;0,0001;0,0101;;;0,00;0,00;0,34;;1,235;2,471;0,0218307;20,95000;0,05100;0,00400;0,0003043;;;;;;
CO/CO2 data collected?;Yes;62;20,94000;106,15000;0,033000;0,058;99,92;20,8000;0,000;0,00;101,090;0,009;263,164;355,850;358,25;1142,983;;;867,900;888,400;853,200;317,450;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,55964;0,00000;0,0000;;nan;0,62764;0,31191;0,02292819;23,430621;0,000620;23,607557;23,766776;0,0001;0,0146;;;0,01;0,00;0,36;;1,677;2,471;0,0155964;20,95100;0,05000;-0,00600;0,0002254;;;;;;
Mass data collected?;Yes;63;20,94300;106,32500;0,016000;0,058;99,90;20,8000;-0,020;0,00;101,094;0,009;263,164;356,050;358,55;1139,850;;;860,200;887,400;852,500;317,550;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,80904999;0,00000;0,0000;;nan;0,22715;0,31209;0,02473724;23,443340;0,000877;23,633647;23,799591;0,0002;0,0207;;;0,00;0,00;0,27;;1,753;2,330;0,0180905;20,95200;0,05000;0,00600;0,0002595;;;;;;
Smoke data collected;Yes;64;20,94400;105,32500;0,007000;0,056;99,90;20,8000;-0,030;0,00;101,094;0,009;263,164;356,150;358,65;1137,350;;;854,400;886,400;851,800;317,550;;;;;0,00;0,00;0,00;3,00;1,95;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,35550999;0,00000;0,0000;;nan;0,01486;0,22920;0,02709275;23,329560;0,000845;23,525549;23,690687;0,0002;0,0199;;;0,00;0,00;0,24;;1,904;2,330;0,0235551;20,95200;0,05000;-0,01800;0,0003383;;;;;;
Soot mass data colelcted;;65;20,94500;108,77500;-0,011000;0,055;99,91;20,8000;-0,040;0,00;101,094;0,009;263,164;356,250;358,75;1135,417;;;850,100;885,500;851,200;317,550;;;;;0,00;0,00;0,00;3,00;1,96;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,68024;0,00000;0,0000;;nan;-0,41407;0,19155;0,03077299;23,705243;0,000726;23,911099;24,078897;0,0002;0,0174;;;0,00;0,00;0,22;;2,206;2,640;0,0368024;20,95200;0,04900;-0,00900;0,0005183;;;;;;
Soot mass ratio (1:x);;66;20,94600;108,92500;-0,013000;0,055;99,98;20,8000;-0,040;0,00;101,094;0,009;263,164;356,350;358,85;1133,883;;;847,100;884,600;850,500;317,550;;;;;0,00;0,00;0,00;3,00;1,96;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,43479;0,00000;0,0000;;nan;-0,46201;0,19166;0,03420778;23,718253;0,000063;23,930938;24,098828;0,0000;0,0015;;;0,00;0,00;0,19;;2,510;2,640;0,0343479;20,95300;0,05000;-0,00400;0,0004832;;;;;;
Soot mass (g);;67;20,94700;108,30000;-0,001000;0,054;99,94;20,8000;-0,050;0,00;101,090;0,009;263,164;356,450;359,05;1132,683;;;844,900;883,800;849,900;317,550;;;;;0,00;0,00;0,00;3,00;1,96;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,00635000;0,00000;0,0000;;nan;-0,17521;0,14984;0,03621413;23,646791;0,000474;23,865531;24,039610;0,0001;0,0113;;;0,00;0,00;0,16;;2,591;2,805;0,0200635;20,95300;0,04900;0,00100;0,0002837;;;;;;
;;68;20,94800;109,15000;0,010000;0,053;99,93;20,8000;-0,050;0,00;101,090;0,009;263,164;356,650;359,25;1131,650;;;843,100;883,000;849,400;317,550;;;;;0,00;0,00;0,00;3,00;1,96;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,68034000;0,00000;0,0000;;nan;0,08673;0,10900;0,03689447;23,732749;0,000595;23,965723;24,140435;0,0001;0,0143;;;0,00;0,00;0,13;;2,457;2,805;0,0068034;20,95500;0,04900;0,00700;0,0000967;;;;;;
Comments;;69;20,94900;110,77500;0,009000;0,053;99,92;20,8000;-0,060;0,00;101,090;0,009;263,164;356,750;359,35;1130,750;;;841,600;882,400;848,800;317,550;;;;;0,00;0,00;0,00;3,00;1,96;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,34472;0,00000;0,0000;;nan;0,06332;0,10979;0,03723919;23,905409;0,000667;24,146847;24,322829;0,0001;0,0161;;;0,00;0,00;0,10;;2,249;2,478;0,0034472;20,95400;0,05000;0,02300;0,0000490;;;;;;
Pre-test comments;;70;20,94800;110,20000;0,015000;0,051;99,94;20,8000;-0,060;0,00;101,090;0,009;263,164;356,850;359,55;1130,050;;;840,600;881,800;848,300;317,550;;;;;0,00;0,00;0,00;3,00;1,96;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,40965;0,00000;0,0000;;nan;0,20702;0,02633;0,03764884;23,839945;0,000465;24,087472;24,269723;0,0001;0,0112;;;0,00;0,00;0,13;;2,066;2,478;0,0040965;20,95100;0,05800;0,01500;0,0000588;;;;;;
After test comments;;71;20,94800;109,80000;0,010000;0,051;99,98;20,8000;-0,060;0,00;101,090;0,009;263,164;356,950;359,65;1129,383;;;839,500;881,300;847,900;317,550;;;;;0,00;0,00;0,00;3,00;1,96;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,86219;0,00000;0,0000;;nan;0,08696;0,02628;0,03851102;23,793305;0,000044;24,047084;24,228978;0,0000;0,0011;;;0,00;0,00;0,13;;1,944;2,151;0,0086219;20,93100;0,09900;0,02100;0,0001220;;;;;;
;;72;20,95100;109,70001;0,004000;0,051;99,97;20,8000;-0,070;0,00;101,092;0,009;263,164;357,050;359,75;1128,850;;;838,700;880,900;847,500;317,550;;;;;0,00;0,00;0,00;3,00;1,96;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,11724000;0,00000;0,0000;;nan;-0,05661;0,02627;0,03862827;23,779137;0,000133;24,039499;24,221284;0,0000;0,0032;;;0,00;0,00;0,04;;1,828;2,151;0,0011724;20,86600;0,18000;0,01200;0,0000168;;;;;;
Events;;73;20,95100;107,92500;-0,006000;0,050;99,93;20,8000;-0,090;0,00;101,090;0,009;263,164;357,050;359,85;1128,383;;;838,000;880,500;847,200;317,550;;;;;0,00;0,00;0,00;3,00;1,96;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,10421;0,00000;0,0000;;nan;-0,29340;-0,01508;0,03973248;23,585974;0,000562;23,844220;24,031207;0,0001;0,0134;;;0,00;0,00;0,04;;1,741;1,991;0,0110421;20,71500;0,36500;0,01800;0,0001561;;;;;;
Number of events;;74;20,95000;108,07500;0,006000;0,050;99,96;20,8000;-0,110;0,00;101,092;0,009;263,164;357,250;360,15;1128,217;;;838,100;880,200;846,900;317,550;;;;;0,00;0,00;0,00;3,00;1,96;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,45186999;0,00000;0,0000;;nan;-0,00870;-0,01509;0,04018435;23,595751;0,000209;23,867466;24,061212;0,0000;0,0050;;;0,00;0,00;0,07;;1,679;1,991;0,0045187;20,46700;0,57500;-0,00700;0,0000646;;;;;;
Event1;;75;20,95100;103,95000;-0,018000;0,050;99,44;20,8000;-0,150;0,00;101,090;0,009;263,164;357,950;361,15;1128,250;;;838,600;880,000;846,700;317,550;;;;;0,00;0,00;0,00;3,00;1,96;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,13898999;0,00000;0,0000;;nan;-0,56669;-0,01479;0,04232334;23,118431;0,005421;23,430470;23,639934;0,0011;0,1272;;;-0,01;0,00;0,04;;1,665;1,971;0,0213899;20,21700;0,86600;-0,00400;0,0003079;;;;;;
