General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
Specification: apparatus;;37;20,95500;117,12500;0,018000;0,046;100,05;20,5000;0,000;0,00;101,890;0,000;263,177;341,550;344,55;1017,850;;;734,200;769,900;730,000;315,150;;;;;0,00;0,00;0,00;3,00;2,21;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,36520;-0,02977;0,01188812;25,180603;0,000247;24,351218;24,565106;0,0001;0,0060;;;0,00;0,00;0,00;;;;0,0000000;20,95000;0,05100;0,01700;-0,0002288;;;;;;
C-factor (SI units);0,043;38;20,95400;114,94999;0,001000;0,046;100,11;20,5000;0,000;0,00;101,890;0,000;263,177;341,450;344,35;1017,983;;;734,500;769,900;730,100;315,150;;;;;0,00;0,00;0,00;3,00;2,21;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,33873000;;;;nan;-0,05929;-0,02874;0,01222685;24,949358;-0,000380;24,120525;24,325385;-0,0001;-0,0092;;;0,00;0,00;0,03;;;;0,0033873;20,94700;0,05400;0,02000;0,0000453;;;;;;
OD correction factor;1;39;20,95600;112,02500;0,014000;0,047;100,05;20,5000;0,000;0,00;101,888;0,000;263,177;341,250;344,15;1018,117;;;734,900;769,900;730,100;315,150;;;;;0,00;0,00;0,00;3,00;2,21;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,25413;0,01384;0,01222685;24,637101;0,000162;23,804690;24,006987;0,0000;0,0039;;;0,00;0,00;-0,04;;;;0,0000000;20,94700;0,05500;0,00300;-0,0002508;;;;;;
Duct diameter (m);0,114;40;20,95600;114,67500;0,002000;0,047;100,04;20,5000;0,000;0,00;101,888;0,000;263,177;341,050;343,95;1018,017;;;734,600;769,900;730,100;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,04000;0,01366;0,01222685;24,934106;0,000266;24,077541;24,282276;0,0001;0,0064;;;0,00;0,00;-0,03;;;;0,0000000;20,94300;0,05800;0,00500;-0,0000971;;;;;;
O2 delay time (s);12;41;20,95400;116,37500;-0,010000;0,047;100,06;20,5000;0,000;0,00;101,890;0,000;263,177;340,850;343,65;1018,150;;;735,000;769,900;730,100;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,32154;;;;nan;-0,33268;0,01344;0,01354839;25,125612;0,000090;24,248240;24,447433;0,0000;0,0022;;;0,00;0,00;0,03;;;;0,0132154;20,93900;0,06000;-0,00200;0,0001744;;;;;;
CO2 delay time (s);10;42;20,95500;114,42500;-0,016000;0,047;100,00;20,5000;0,000;0,00;101,894;0,000;263,177;340,650;343,45;1018,450;;;735,700;770,000;730,200;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,43318000;;;;nan;-0,46786;0,01302;0,01498157;24,921531;0,000711;24,037172;24,234748;0,0002;0,0171;;;0,00;0,00;0,00;;;;0,0143318;20,93600;0,06200;-0,01500;0,0001902;;;;;;
CO delay time (s);10;43;20,95400;115,45001;-0,015000;0,048;100,00;20,5000;0,000;0,00;101,890;0,000;263,177;340,350;343,15;1019,050;;;737,400;770,000;730,300;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,69703;;;;nan;-0,43509;0,05508;0,01667860;25,043934;0,000679;24,133960;24,332506;0,0001;0,0164;;;0,00;0,00;0,03;;;;0,0169703;20,93500;0,06400;-0,00800;0,0002245;;;;;;
;;44;20,95500;113,90000;-0,005000;0,047;100,01;20,5000;0,000;0,00;101,890;0,000;263,177;340,050;342,85;1020,150;;;740,400;770,200;730,400;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,38054;;;;nan;-0,18023;0,01147;0,01705914;24,886219;0,000572;23,960837;24,158132;0,0001;0,0137;;;0,00;0,00;0,00;;;;0,0038054;20,93300;0,06600;0,00400;0,0000505;;;;;;
Laboratory;;45;20,95400;115,40000;0,029000;0,048;100,03;20,5000;0,000;0,00;101,888;0,000;263,177;339,750;342,35;1020,650;;;741,700;770,300;730,500;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,65318;0,05366;0,01705914;25,060609;0,000341;24,107455;24,291941;0,0001;0,0082;;;0,01;0,00;0,03;;;;0,0000000;20,93200;0,06600;0,01000;-0,0003330;;;;;;
Laboratory name;FZ Juelich;46;20,95400;114,20000;0,017000;0,049;100,07;20,5000;0,000;0,00;101,890;0,000;263,177;339,450;342,05;1020,950;;;742,500;770,400;730,500;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,34430;0,09446;0,01705914;24,940985;-0,000027;23,971195;24,154801;0,0000;-0,0006;;;0,00;0,00;0,03;;;;0,0000000;20,93400;0,06400;0,01100;-0,0001942;;;;;;
Operator;L;47;20,95300;114,22500;0,025000;0,050;100,09;20,5000;0,000;0,00;101,888;0,000;263,177;339,250;341,85;1021,617;;;744,300;770,500;730,600;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,53205;0,13474;0,01705914;24,951066;-0,000228;23,966755;24,150435;0,0000;-0,0055;;;0,00;0,00;0,06;;;;0,0000000;20,93600;0,06300;0,01100;-0,0002492;;;;;;
Filename;20250410_P;48;20,95300;111,55000;0,017000;0,051;100,05;20,5000;0,000;0,00;101,892;0,000;263,177;339,050;341,65;1021,883;;;745,000;770,500;730,700;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,32257;0,17223;0,01705914;24,664446;0,000181;23,677475;23,859046;0,0000;0,0043;;;0,00;0,00;0,05;;;;0,0000000;20,93600;0,06100;-0,00500;-0,0001616;;;;;;
Report name;;49;20,95100;117,60000;0,020000;0,054;100,06;20,5000;0,000;0,00;101,888;0,000;263,177;338,950;341,45;1022,383;;;746,400;770,600;730,700;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,39884;0,30202;0,01705914;25,328199;0,000051;24,307496;24,486781;0,0000;0,0012;;;0,00;0,00;0,12;;;;0,0000000;20,93800;0,06100;0,00300;-0,0001196;;;;;;
;;50;20,95000;117,60000;0,003000;0,055;100,06;20,5000;0,000;0,00;101,888;0,000;263,177;338,950;341,45;1022,583;;;747,000;770,600;730,700;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,06114;;;;nan;-0,02970;0,33901;0,01812028;25,328199;0,000050;24,307496;24,486781;0,0000;0,0012;;;0,00;0,00;0,14;;;;0,0106114;20,93800;0,06200;-0,00300;0,0001399;;;;;;
Pre-test conditions;;51;20,94700;112,02500;0,005000;0,058;100,12;20,5000;0,000;0,00;101,890;0,000;263,177;338,750;341,25;1022,917;;;748,000;770,600;730,700;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,86361999;;;;nan;0,01991;0,45034;0,01998390;24,727846;-0,000544;23,717333;23,892369;-0,0001;-0,0129;;;0,00;0,00;0,23;;;;0,0186362;20,93600;0,06100;-0,01600;0,0002515;;;;;;
Ambient temperature (°C);24,2;52;20,94700;115,20000;-0,002000;0,060;100,06;20,5000;0,000;0,00;101,888;0,000;263,177;338,550;340,95;1023,550;;;750,000;770,600;730,600;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,33014999;;;;nan;-0,15188;0,53325;0,02231405;25,083220;0,000040;24,043981;24,214430;0,0000;0,0010;;;0,00;0,00;0,23;;;;0,0233015;20,93700;0,06000;-0,01800;0,0003094;;;;;;
Barometric pressure (Pa);101896;53;20,94300;116,87500;-0,015000;0,062;100,10;20,5000;0,000;0,00;101,890;0,000;263,177;338,350;340,75;1024,050;;;751,600;770,500;730,600;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,17288;;;;nan;-0,47157;0,61306;0,02748693;25,272382;-0,000383;24,210994;24,382729;-0,0001;-0,0093;;;0,00;0,01;0,35;;;;0,0517288;20,94000;0,06000;-0,00600;0,0006808;;;;;;
Relative hunidity (%);20,4;54;20,93900;116,12500;-0,008000;0,064;100,11;20,5000;0,000;0,00;101,888;0,000;263,177;338,250;340,65;1024,383;;;752,700;770,500;730,500;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,02032;;;;nan;-0,28900;0,68556;0,03350725;25,194888;-0,000392;24,129621;24,300829;-0,0001;-0,0095;;;0,00;0,01;0,47;;;;0,0602032;20,94200;0,05900;0,01000;0,0007955;;;;;;
;;55;20,93600;111,80000;0,004000;0,066;100,10;20,5000;0,000;0,00;101,894;0,000;263,177;338,150;340,55;1024,117;;;752,100;770,400;730,400;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,81781000;;;;nan;0,01188;0,74469;0,03932506;24,724906;-0,000343;23,672510;23,840525;-0,0001;-0,0081;;;0,00;0,01;0,54;;;;0,0581781;20,94300;0,05700;0,00900;0,0007844;;;;;;
Conditioning;;56;20,93500;115,40000;0,010000;0,066;100,14;20,5000;0,000;0,00;101,894;0,000;263,177;338,150;340,55;1024,283;;;752,700;770,400;730,300;315,150;;;;;0,00;0,00;0,00;3,00;2,22;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,67155;;;;nan;0,15944;0,74331;0,04499661;25,119828;-0,000665;24,050622;24,221320;-0,0001;-0,0160;;;0,00;0,01;0,57;;;;0,0567155;20,94400;0,05600;0,02600;0,0007532;;;;;;
Conditionet ? (Y/N);;57;20,93300;111,87500;0,011000;0,064;100,15;20,5000;0,000;0,00;101,888;0,000;263,177;338,250;340,65;1024,350;;;753,200;770,200;730,200;315,150;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,44165;;;;nan;0,17848;0,63515;0,05143826;24,729543;-0,000766;23,683951;23,851997;-0,0002;-0,0181;;;0,00;0,01;0,61;;;;0,0644165;20,94700;0,05600;0,01400;0,0008689;;;;;;
Conditioning temperature (°C);;58;20,93200;116,60001;0,011000;0,063;100,13;20,5000;0,000;0,00;101,890;0,000;263,177;338,350;340,75;1024,417;;;753,700;770,100;730,000;315,150;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,98976999;;;;nan;0,17909;0,59445;0,05842803;25,242633;-0,000603;24,182495;24,354027;-0,0001;-0,0146;;;0,00;0,01;0,65;;;;0,0698977;20,94500;0,05500;0,01700;0,0009237;;;;;;
Conditioning RH (%);;59;20,93400;110,92500;-0,005000;0,061;100,13;20,5000;0,000;0,00;101,888;0,000;263,177;338,350;340,75;1024,250;;;753,600;769,900;729,800;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,49828;;;;nan;-0,21430;0,48647;0,06592631;24,620682;-0,000582;23,586665;23,753971;-0,0001;-0,0137;;;0,00;0,00;0,56;;;;0,0749828;20,94800;0,05400;0,01800;0,0010144;;;;;;
;;60;20,93600;114,75000;0,003000;0,061;100,16;20,5000;0,000;0,00;101,890;0,000;263,170;338,450;340,85;1023,950;;;753,100;769,600;729,700;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,95297;0,00000;0,0000;;nan;-0,01830;0,49471;0,07187927;25,037879;-0,000854;23,993429;24,163570;-0,0002;-0,0205;;;0,00;0,00;0,51;;;;0,0595297;20,94800;0,05200;0,00200;0,0007925;;;;;;
Data collected;;61;20,93600;112,57500;-0,003000;0,062;100,17;20,5000;0,000;0,00;101,890;0,000;263,170;338,450;340,85;1024,083;;;753,900;769,400;729,500;315,150;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,3707;0,00000;0,0000;;nan;-0,16642;0,53286;0,07824998;24,799457;-0,001016;23,764953;23,933474;-0,0002;-0,0241;;;0,00;0,00;0,50;;3,605;7,210;0,0637070;20,94700;0,05100;-0,00500;0,0008558;;;;;;
CO/CO2 data collected?;Yes;62;20,93800;114,00000;-0,016000;0,061;100,17;20,5000;0,000;0,00;101,890;0,000;263,170;338,550;340,95;1022,450;;;749,600;769,100;729,200;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,83985;0,00000;0,0000;;nan;-0,49074;0,49302;0,08508982;24,952236;-0,000943;23,918424;24,087984;-0,0002;-0,0226;;;0,00;0,00;0,44;;5,540;7,210;0,0683985;20,94800;0,05000;0,00600;0,0009121;;;;;;
Mass data collected?;Yes;63;20,93800;118,32500;-0,018000;0,060;100,15;20,5000;0,020;0,00;101,888;0,000;263,170;338,550;340,95;1020,783;;;745,400;768,600;728,900;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,25902999;0,00000;0,0000;;nan;-0,55064;0,45835;0,09234885;25,421156;-0,000808;24,367916;24,540662;-0,0002;-0,0197;;;0,00;0,00;0,45;;6,353;7,545;0,0725903;20,95100;0,05000;0,00000;0,0009500;;;;;;
Smoke data collected;Yes;64;20,93600;111,87500;-0,006000;0,060;100,17;20,5000;0,070;0,00;101,890;0,000;263,170;338,550;341,05;1019,550;;;742,500;768,200;728,500;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,82081999;0,00000;0,0000;;nan;-0,23979;0,44568;0,09916967;24,718583;-0,000941;23,694452;23,869422;-0,0002;-0,0223;;;0,00;0,00;0,50;;6,756;7,545;0,0682082;20,95000;0,04800;-0,00300;0,0009190;;;;;;
Soot mass data colelcted;;65;20,93700;114,44999;0,010000;0,059;100,15;20,5000;0,070;0,00;101,888;0,000;263,170;338,650;341,15;1018,483;;;740,100;767,700;728,200;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,01158;0,00000;0,0000;;nan;0,15613;0,40751;0,10418125;24,997743;-0,000759;23,969124;24,146070;-0,0002;-0,0182;;;0,00;0,00;0,47;;6,744;7,304;0,0501158;20,95000;0,04900;0,00400;0,0006689;;;;;;
Soot mass ratio (1:x);;66;20,94000;116,15000;0,009000;0,057;100,19;20,5000;0,070;0,00;101,890;0,000;263,170;338,750;341,25;1017,583;;;738,100;767,300;727,900;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,96662;0,00000;0,0000;;nan;0,13216;0,32344;0,10814787;25,178996;-0,001146;24,150047;24,328277;-0,0002;-0,0277;;;0,00;0,00;0,38;;6,467;7,304;0,0396662;20,95200;0,04900;0,00700;0,0005257;;;;;;
Soot mass (g);;67;20,94200;114,10000;0,026000;0,056;100,17;20,5000;0,070;0,00;101,894;0,000;263,170;338,850;341,35;1016,783;;;736,400;766,900;727,600;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,49918;0,00000;0,0000;;nan;0,55374;0,27741;0,10964705;24,952124;-0,000967;23,939511;24,116135;-0,0002;-0,0231;;;0,00;0,00;0,32;;5,985;6,270;0,0149918;20,95300;0,04800;0,00000;0,0002024;;;;;;
;;68;20,94300;112,97499;0,014000;0,056;100,12;20,5000;0,070;0,00;101,890;0,000;263,170;339,050;341,45;1016,017;;;734,900;766,400;727,300;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,18059;0,00000;0,0000;;nan;0,25398;0,27596;0,11182764;24,821484;-0,000505;23,828229;23,996900;-0,0001;-0,0120;;;0,00;0,00;0,28;;5,497;6,270;0,0218059;20,95300;0,04800;0,00200;0,0002939;;;;;;
Comments;;69;20,94400;115,72500;0,017000;0,055;100,14;20,5000;0,060;0,00;101,888;0,000;263,170;339,150;341,65;1015,617;;;734,200;766,100;727,100;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,55863;0,00000;0,0000;;nan;0,33211;0,23585;0,11338627;25,118062;-0,000660;24,120051;24,297849;-0,0001;-0,0159;;;0,00;0,00;0,26;;5,121;5,261;0,0155863;20,95200;0,04800;0,00300;0,0002082;;;;;;
Pre-test comments;;70;20,94700;109,77500;0,018000;0,054;100,14;20,5000;0,060;0,00;101,888;0,000;263,170;339,150;341,75;1015,183;;;733,600;765,700;726,800;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,18709;0,00000;0,0000;;nan;0,34784;0,18743;0,11357336;24,463820;-0,000640;23,491803;23,671897;-0,0001;-0,0150;;;0,00;0,00;0,16;;4,708;5,261;0,0018709;20,95200;0,04800;-0,01000;0,0000270;;;;;;
After test comments;;71;20,94500;112,77500;0,002000;0,052;100,14;20,5000;0,070;0,00;101,890;0,000;263,170;339,250;341,75;1014,783;;;732,800;765,500;726,600;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,79359999;0,00000;0,0000;;nan;-0,04283;0,10425;0,11636696;24,792193;-0,000715;23,814149;23,989640;-0,0002;-0,0170;;;0,00;0,00;0,22;;4,433;4,752;0,0279360;20,95300;0,04800;-0,00100;0,0003756;;;;;;
;;72;20,94800;116,15000;-0,005000;0,051;100,12;20,5000;0,060;0,00;101,890;0,000;263,170;339,250;341,75;1014,483;;;732,400;765,200;726,400;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,23626;0,00000;0,0000;;nan;-0,21900;0,06232;0,11860322;25,160435;-0,000478;24,167864;24,345962;-0,0001;-0,0116;;;0,00;0,00;0,13;;4,301;4,752;0,0223626;20,95500;0,04800;-0,00800;0,0002957;;;;;;
Events;;73;20,94800;113,50000;0,006000;0,050;100,17;20,5000;0,050;0,00;101,892;0,000;263,170;339,350;341,85;1014,217;;;731,900;765,000;726,300;315,250;;;;;0,00;0,00;0,00;3,00;2,23;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,25877;0,00000;0,0000;;nan;0,05618;0,01862;0,11986199;24,868092;-0,000933;23,894095;24,070124;-0,0002;-0,0223;;;0,00;0,00;0,13;;4,122;4,374;0,0125877;20,95400;0,04700;-0,00700;0,0001692;;;;;;
Number of events;;74;20,94700;113,17500;0,000000;0,050;100,15;20,5000;0,050;0,00;101,888;0,000;263,170;339,450;341,95;1014,050;;;731,700;764,800;726,200;315,250;;;;;0,00;0,00;0,00;3,00;2,24;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,27634;0,00000;0,0000;;nan;-0,09238;0,01859;0,12213833;24,828804;-0,000743;23,863376;24,039127;-0,0002;-0,0177;;;0,00;0,00;0,16;;3,971;4,374;0,0227634;20,95400;0,04700;-0,00600;0,0003055;;;;;;
Event1;;75;20,94800;115,82500;-0,003000;0,048;100,18;20,5000;0,040;0,00;101,888;0,000;263,170;339,450;342,05;1013,817;;;731,400;764,600;726,000;315,250;;;;;0,00;0,00;0,00;3,00;2,24;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,32656;0,00000;0,0000;;nan;-0,16856;-0,06800;0,12446489;25,117806;-0,001040;24,141141;24,326049;-0,0002;-0,0251;;;0,00;0,00;0,13;;3,880;4,061;0,0232656;20,95400;0,04700;0,00600;0,0003084;;;;;;
