File Name:	PS_14.txt	Version: 8.3.7.3						
Date:	07 Aug 2024
Operator:	KH
Test ID:	PS_14
Sample ID:	PS_14
Sample Mass (mg):	184.4500
Sample Cup Mass (mg):	4.2500
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	99.774
Baseline O2:	20.406
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
95.001	159.235	80.015	19.981	100.357	20.292	0.003	1.003	898.957
95.500	159.788	80.019	19.981	100.361	20.294	0.001	1.084	898.934
96.000	160.294	80.017	19.980	100.361	20.297	-0.006	1.058	898.993
96.501	160.798	80.016	19.981	100.355	20.297	-0.007	1.009	898.952
97.001	161.279	80.015	19.982	100.353	20.297	-0.009	0.986	898.960
97.500	161.825	80.014	19.981	100.355	20.298	-0.011	1.027	898.978
98.000	162.329	80.017	19.981	100.350	20.297	-0.012	1.050	898.963
98.500	162.829	80.014	19.982	100.347	20.301	-0.017	1.004	898.968
99.000	163.345	80.015	19.981	100.346	20.301	-0.018	1.016	898.973
99.501	163.859	80.016	19.982	100.347	20.296	-0.006	1.030	898.982
100.001	164.390	80.014	19.982	100.344	20.296	-0.005	1.045	898.964
100.500	164.876	80.013	19.982	100.345	20.299	-0.008	1.017	898.938
101.000	165.406	80.014	19.982	100.347	20.298	-0.005	1.016	898.967
101.500	165.887	80.013	19.981	100.349	20.294	0.003	1.012	898.967
102.000	166.440	80.013	19.982	100.348	20.294	0.006	1.034	898.957
102.500	166.900	80.014	19.982	100.343	20.296	0.002	1.012	898.964
103.000	167.439	80.016	19.980	100.344	20.296	0.003	0.999	898.960
103.500	167.987	80.018	19.981	100.347	20.298	0.000	1.087	898.972
104.001	168.466	80.017	19.980	100.353	20.298	-0.001	1.026	898.965
104.501	168.986	80.018	19.980	100.360	20.297	-0.001	0.999	898.970
105.001	169.493	80.018	19.981	100.368	20.297	-0.001	1.028	898.991
105.501	170.013	80.016	19.982	100.366	20.301	-0.010	1.027	898.969
106.001	170.508	80.018	19.981	100.363	20.301	-0.012	1.014	898.989
106.501	171.016	80.018	19.981	100.361	20.300	-0.011	1.002	898.986
107.001	171.483	80.016	19.981	100.351	20.301	-0.009	0.976	898.982
107.501	172.010	80.018	19.982	100.344	20.302	-0.007	0.995	899.001
108.001	172.558	80.016	19.981	100.342	20.300	-0.001	1.074	898.948
108.501	173.063	80.018	19.981	100.334	20.300	0.000	1.053	898.969
109.001	173.582	80.018	19.981	100.327	20.302	-0.001	1.025	898.957
109.501	174.100	80.015	19.981	100.326	20.304	-0.003	1.037	898.992
110.001	174.582	80.017	19.982	100.325	20.303	-0.002	0.999	898.978
110.501	175.108	80.017	19.982	100.322	20.304	-0.006	1.008	898.983
111.001	175.601	80.014	19.983	100.325	20.307	-0.013	1.020	898.970
